codigo;loja;nome;N Fantasia;endereco;complemento;bairro;uf;codigo_municipio;municipio;cep;pais;cnpj_cpf;ins_estadual;latitude;longitude;vendedor;rede;regiao
2613;8;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL BURAQUINHO;AV SANTOS DUMONT 7410;LJ 07 ESTRADA DO COCO AREA 01;BURAQUINHO;BA;19207;LAURO DE FREITAS;42710-860;105;02.212.937/0008-22;62920003;-12.868.628;-382.978.664;Ricardo;Hiperideal;Lauro e regiao
2613;21;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PARQUE SHOPPING;AV SANTOS DUMONT 4360;;CENTRO;BA;19207;LAURO DE FREITAS;42702-400;105;02.212.937/0028-76;164428685;-128.945.885;-383.281.556;Ricardo;Hiperideal;Lauro e regiao
186;7;RMIX COMERCIO DE GENEROS ALIMENTICIOS LTDA;RMIX BURAQUINHO;R PRISCILA B DUTRA 1278;QUADRAR LOTE 00001 LOTEAMENTO MIRAGEM;BURAQUINHO;BA;19207;LAURO DE FREITAS;42709-200;105;06.337.087/0007-69;145.512.921;-128.804.433;-38.294.714;Vinicius;Redemix;Lauro e regiao
1899;34;SENDAS DISTRIBUIDORA S/A;ASSAI LAURO DE FREITAS;AV SANTOS DUMONT 2239;;ESTRADA DO COCO;BA;19207;LAURO DE FREITAS;42700-130;105;06.057.223/0324-56;133.122.260;-128.986.074;-383.329.651;Nixon;Assai;Lauro e regiao
2613;5;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA STELLA MARIS;R CAPITAO MELO 1118;;STELLA MARIS;BA;27408;SALVADOR;41600-610;105;02.212.937/0017-13;13638117;-129.423.366;-383.376.938;Ricardo;Hiperideal;Lauro e regiao
2613;6;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA STELLA MARIS II;R MISSIONARIO OTTO NELSON 100;;STELLA MARIS;BA;27408;SALVADOR;41600-650;105;02.212.937/0006-60;58.387.333;-129.332.871;-383.355.184;Ricardo;Hiperideal;Lauro e regiao
186;11;RMIX COMERCIO DE GENEROS ALIMENTICIOS LTDA;RMIX  STELLA MARIS;R RUBEM VALENTIM 459;;STELLA MARIS;BA;27408;SALVADOR;41600-685;105;06.337.087/0015-79;176.848.181;-129.374.077;-383.309.642;Vinicius;Redemix;Lauro e regiao
47;9;WMB SUPERMERCADOS DO BRASIL LTDA;SAMS LAURO DE FREITAS;AV SANTOS DUMONT 7552;;BURAQUINHO;BA;19207;LAURO DE FREITAS;42710-860;105;00.063.960/0578-01;198087309;-128.970.682;-383.299.007;Vinicius;Sams;Lauro e regiao
48;7;WMS SUPERMERCADOS DO BRASIL LTDA;MAXXI LAURO;AV SANTOS DUMONT KM 3 E5 3423;;CENTRO;BA;19207;LAURO DE FREITAS;42700-000;105;93.209.765/0304-58;76895315;-128.793.612;-383.115.926;Nixon;Atacadao;Lauro e regiao
186;4;RMIX COMERCIO GENEROS ALIMENTICIOS LTDA;RMIX ALPHAVILLE 1;AV LUIZ VIANA, 7876;;ALPHAVILLE 1;BA;27408;SALVADOR;41701-005;105;06.337.087/0004-16;128981786;-129.379.595;-383.996.147;Vinicius;Redemix;Paralela e regiao
1872;4;CARBALLO FARO IMPORTACAO E DISTRIBUICAO LTDA;CARBALLO FARO ALPHAVILLE;AV ALPHAVILLE, 199;EDIF CARLOS FABRICIO LEITE COSTA SL 01;ALPHAVILLE I;BA;27408;SALVADOR;41701-015;105;12.765.924/0004-00;152426901;-129.393.301;-384.043.919;Ricardo;Carballo;Paralela e regiao
2613;32;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL ALPHAVILLE;AVENIDA ALPHAVILLE L. 03;;ALPHAVILLE I;BA;27408;SALVADOR;41701-015;105;02.212.937/0044-96;232.166.514;-12.939.255;-38.404.682;Ricardo;Hiperideal;Paralela e regiao
4245;1;CDP SUPERMERCADOS LTDA;CDP ARMACAO STIEP LOJA 14;AV PROFESSOR MANOEL RIBEIRO;LOJA TERREO;ARMACAO;BA;27408;SALVADOR;41750-160;105;43.941.941/0002-13;189.576.699;-129.820.263;-384.392.324;Nixon;Cdp;Paralela e regiao
2613;28;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL ORLA;AV OCTAVIO MANGABEIRA, ARMACAO;LOJA 4435;ARMACAO;BA;27408;SALVADOR;41750-240;105;02.212.937/0029-57;168.988.825;-129.889.962;-384.368.455;Ricardo;Hiperideal;Paralela e regiao
2613;2;SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA;HIPERIDEAL ARMACAO;AV SIMON BOLIVAR 558;;ARMACAO;BA;27408;SALVADOR;41750-230;105;02.212.937/0018-02;128.045.677;-129.840.629;-384.391.827;Ricardo;Hiperideal;Paralela e regiao
1899;51;SENDAS DISTRIBUIDORA S/A;ASSAI BARRIS;R DO SALETE 30;;BARRIS;BA;27408;SALVADOR;40070-200;105;06.057.223/0470-54;183.250.038;-1.298.533;-385.153.051;Nixon;Assai;Paralela e regiao
213;7;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO BOCA DO RIO;R ABELARDO ANDRADE DE CARVALHO,472;;BOCA DO RIO;BA;27408;SALVADOR;41706-710;105;73.849.952/0002-39;72567935;-129.780.388;-384.287.086;Ricardo;Atakarejo;Paralela e regiao
4245;17;CDP SUPERMERCADOS LTDA;CESTA DO POVO BOCA DO RIO;RUA PROFESSOR PINTO DE AGUIAR 00592A;;BOCA DO RIO;BA;27408;SALVADOR;41710-000;105;43.941.941/0014-57;219.955.063;-129.746.909;-384.287.159;Nixon;Cdp;Paralela e regiao
2647;1;SUPERMERCADO BOCA DO RIO EIRELI;CDP BOCA DO RIO LOJA 07;R PROFESSOR PINTO DE AGUIAR SN;;BOCA DO RIO;BA;27408;SALVADOR;41710-000;105;31.977.294/0001-30;153.232.707;-129.749.913;-384.308.805;Nixon;Cdp;Paralela e regiao
2459;E2;MATEUS SUPERMERCADOS S.A.;MIX MATEUS SALAVDOR SAO CRISTOVAO;RODOVIA BA 526 000305;;CASSANGE;BA;27408;SALVADOR;41505-220;105;03.995.515/0348-19;227.036.352;-128.697.265;-383.639.695;Ricardo;Mateus;Paralela e regiao
186;2;RMIX COMERCIO DE GENEROS ALIMENTICIOS LT;RMIX IMBUI;AV JORGE AMADO 980;;IMBUI;BA;27408;SALVADOR;41720-040;105;06.337.087/0003-35;80826204;-12.968.515;-38.425.774;Vinicius;Redemix;Paralela e regiao
1899;74;SENDAS DISTRIBUIDORA S/A;ASSAI IMBUI;AV LUIS VIANA FILHO 3056;LOJA TRECHO A;IMBUI;BA;27408;SALVADOR;41720-200;105;06.057.223/0541-82;191902820;-129.630.457;-384.320.292;Nixon;Assai;Paralela e regiao
186;5;RMIX COMERCIO DE GENEROS ALIMENTICIOS LTDA;RMIX ITAPUA;AV DORIVAL CAYMMI, 107;;ITAPUA;BA;27408;SALVADOR;41635-152;105;06.337.087/0005-05;142824072;-129.422.461;-383.645.311;Vinicius;Redemix;Paralela e regiao
1899;37;SENDAS DISTRIBUIDORA S/A;ASSAI MUSSURUNGA;R PROFESSOR PLINIO GARCEZ DE SENA  1240;;MUSSURUNGA I;BA;27408;SALVADOR;41490-340;105;06.057.223/0424-19;168.999.879;-129.156.934;-383.664.103;Nixon;Assai;Paralela e regiao
2646;1;SUPER MUSSURUNGA COMERCIAL DE ALIMENTOS LTDA;CESTA DO POVO;R DOUTOR ARTHUR COUTO 3;;MUSSURUNGA I;BA;27408;SALVADOR;41490-350;105;31.434.425/0001-32;151.634.587;-129.167.093;-383.650.082;Nixon;Cdp;Paralela e regiao
11;24;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD PARALELA;AV GOVERNADOR LUIZ VIANA BFILHO 3056;;PARALELA;BA;27408;SALVADOR;40301-155;105;47.508.411/0892-03;42601557;-129.716.386;-384.411.786;Ricardo;Cdb;Paralela e regiao
213;14;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO PATAMARES;AV LUIS VIANA FILHO 6282;;PATAMARES;BA;27408;SALVADOR;41680-400;105;73.849.952/0029-59;179.439.821;-129.374.456;-383.973.509;Ricardo;Atakarejo;Paralela e regiao
2613;13;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA - PATAMARES;AV LUIS VIANA FILHO 8544;ED SHOPPING PARALELA  SALA 109 E 110;PATAMARES;BA;27408;SALVADOR;41680-400;105;02.212.937/0013-90;79431702;-129.366.876;-383.945.855;Ricardo;Hiperideal;Paralela e regiao
2613;23;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  PATAMARES;AV IBIRAPITANGA 374;LOJA 374;PATAMARES;BA;27408;SALVADOR;41680-360;105;02.212.937/0031-71;171286107;-129.606.297;-384.020.599;Ricardo;Hiperideal;Paralela e regiao
213;5;ATAKAREJO DIST DE ALIMENTOS E BEBIDAS;ATAKAREJO PIATA;AV OCTAVIO MANGABEIRA;;PIATA;BA;27408;SALVADOR;41650-000;105;73.849.952/0009-05;112613736;-129.759.089;-384.206.753;Ricardo;Atakarejo;Paralela e regiao
2613;7;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PIATA OTAVIO MANGABEIRA;AV OCTAVIO MANGABEIRA  10241;;PIATA;BA;27408;SALVADOR;41650-000;105;02.212.937/0007-41;62.191.021;-12.959.395;-383.961.481;Ricardo;Hiperideal;Paralela e regiao
2613;19;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PIATA ORLANDO GOMES;R DA GRATIDAO SN;ESQUINA AVENIDA ORLANDO GOMES;PIATA;BA;27408;SALVADOR;41650-195;105;02.212.937/0026-04;159469934;-12.937.541;-383.832.194;Ricardo;Hiperideal;Paralela e regiao
2613;24;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPER IDEAL CD;R DA GRATIDAO 00;;PIATA;BA;27408;SALVADOR;41650-195;105;02.212.937/0033-33;177.537.392;-129.384.624;-383.793.447;Ricardo;Hiperideal;Paralela e regiao
213;31;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO PATAMARES PINTO DE AGUIAR;RUA CARIMBAMBA 0000SN;;PITUACU;BA;27408;SALVADOR;41740-010;105;73.849.952/0039-20;210.184.400;-129.700.206;-384.112.769;Ricardo;Atakarejo;Paralela e regiao
2399;1;GA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;PARIS DELICATESSEN;AV PROFESSOR PINTO DE AGUIAR, 293;CS;PITUACU;BA;27408;SALVADOR;41740-090;105;29.590.340/0001-00;146347870;-129.627.143;-384.040.578;Ricardo;Outros;Paralela e regiao
213;9;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO SALVADOR;AV SAO CRISTOVAO, 301;;SALVADOR;BA;27408;SALVADOR;41510-333;105;73.849.952/0017-15;144638996;-129.014.472;-383.460.822;Ricardo;Atakarejo;Paralela e regiao
82;20;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 032 RIBEIRA DO POMBAL;AV.EVENCIA BRITO S/N;;CENTRO;BA;26608;RIBEIRA DO POMBAL;48400-000;105;39.346.861/0055-54;56.626.799;-108.400.386;-385.332.946;Vinicius;Gbarbosa;Paulo Afonso e regiao
82;21;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 036 PAULO AFONSO;AV.APOLONIO SALE;;CENTRO;BA;24009;PAULO AFONSO;48608-100;105;39.346.861/0061-00;56.627.266;-93.984.738;-382.251.524;Vinicius;Gbarbosa;Paulo Afonso e regiao
82;50;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-306  - PAULO AFONSO;AV JOSE HEMETERIO DE CARVALHO;;PAULO AFONSO;BA;24009;PAULO AFONSO;48601-320;105;39.346.861/0427-51;105.528.487;-94.051.963;-382.253.583;Vinicius;Gbarbosa;Paulo Afonso e regiao
2;30;ATACADAO S.A;ATAC JUAZEIRO BA;ROD BR 407 KM 06 AREA 01 A SN;;ZONA URBANA;BA;18407;JUAZEIRO;48900-000;105;75.315.333/0073-83;77552288;-94.262.342;-404.917.247;Nixon;Atacadao;Petrolina e regiao
82;33;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-125-JUAZEIRO SANTO ANTONIO;RUA PRINCESA ISABEL;;SANTO ANTONIO;BA;18407;JUAZEIRO;48903-130;105;39.346.861/0182-90;81.359.536;-94.131.753;-405.090.864;Vinicius;Gbarbosa;Petrolina e regiao
82;35;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-129-JUAZEIRO;TRAVESSA MARAVILHA 418;;CENTRO;BA;18407;JUAZEIRO;48904-140;105;39.346.861/0184-51;81.359.978;-9.421.254;-40.505.557;Antonio;Gbarbosa;Petrolina e regiao
82;37;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-133 -JUAZEIRO CENTRO;TRAVESSA MATATU S/N;;CENTRO;BA;18407;JUAZEIRO;48904-570;105;39.346.861/0194-23;11.731.665;-9.421.766;-405.023.931;Antonio;Gbarbosa;Petrolina e regiao
82;38;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-137-JUAZEIRO;RUA PADRE ANCHIETA;;centro;BA;18407;JUAZEIRO;45998-002;105;39.346.861/0197-76;19.675.174;-94.312.697;-405.078.709;Antonio;Gbarbosa;Petrolina e regiao
4469;1;COMERCIAL DE CARNES VALE DO SAO FRANCISCO LTDA;MULTI FRIOS PREMIUM;AV MIGUEL SILVA SOUZA;;PALMARES;BA;18407;JUAZEIRO;48901-765;105;02.423.862/0005-86;148.798.247;-94.215.994;-405.225.194;Antonio;Outros;Petrolina e regiao
5079;2;JNS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO  CENTRO;TRAVESSA DA MARAVILHA 836;;CENTRO;BA;18407;JUAZEIRO;48901-774;105;24.333.585/0002-00;86616292;-94.199.901;-405.051.335;Antonio;Outros;Petrolina e regiao
2459;41;MATEUS SUPERMERCADOS S.A.;MATEUS JUAZEIRO;ROD BR 407 SN;;DISTRITO INDUSTRIAL;BA;18407;JUAZEIRO;48909-725;105;03.995.515/0231-08;183.305.794;-96.720.006;-403.836.002;Antonio;Mateus;Petrolina e regiao
2860;1;PGA COMERCIO ATACADISTA DE FRUTAS E VERDURAS EIRELI;PGA COMERCIO ATACADISTA DE FRUTAS E VERD;ROD BR 235 SN;MERC DO PRODUTOR BOX 01 C PAVILHAO C;TANCREDO NEVES;BA;18407;JUAZEIRO;48906-726;105;21.553.781/0001-11;121518705;-94.312.697;-405.078.709;Antonio;Outros;Petrolina e regiao
1899;81;SENDAS DISTRIBUIDORA S/A;ASSAI JUAZEIRO;AVENIDA SAO JOAO 1947;;JARDIM VITORIA;BA;18407;JUAZEIRO;48900-441;105;06.057.223/0315-65;131.710.674;-94.263.531;-405.059.149;Antonio;Assai;Petrolina e regiao
2;51;ATACADAO S.A.;ATAC PETROLINA;AV DR. ULYSSES GUIMARAES SN;QUADRA142 LOTES 120/183;JARDIM AMAZONAS;PE;11101;PETROLINA;56318-525;105;75.315.333/0244-74;83831037;-9.380.173;-405.330.521;Antonio;Atacadao;Petrolina e regiao
4;42;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;CARREFOUR ATRAS DA BANCA;R SAO VICENTE DE PAULA 219;;ATRAS DA BANCA;PE;11101;PETROLINA;56308-050;105;13.004.510/0256-88;0141835-10;-93.986.012;-405.074.675;Vinicius;Bompreco;Petrolina e regiao
4290;1;BONTEMPO SUPERMERCADO LTDA;BONTEMPO SUPERMERCADOS;R DOM TOMAS 80;;COHAB SAO FRANCISCO;PE;11101;PETROLINA;56309-020;105;00.889.627/0001-45;0216797-20;-9.398.512.799.999.990;-405.444.317;Antonio;Outros;Petrolina e regiao
82;34;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-127-PETROLINA;AV.DOS TROPEIROS N 10;;PEDRO RAIMUNDO;PE;11101;PETROLINA;56316-140;105;39.346.861/0179-94;42.381.509;-93.743.632;-405.286.027;Antonio;Gbarbosa;Petrolina e regiao
82;36;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-131-PETROLINA;RUA DA INTEGRACAO 583;;vila eduardo;PE;11101;PETROLINA;56328-010;105;39.346.861/0178-03;42.381.762;-93.994.615;-4.050.246.610.000.000;Antonio;Gbarbosa;Petrolina e regiao
4469;2;COMERCIAL DE CARNES VALE DO SAO FRANCISCO LTDA;MULTI FRIOS PREMIUM;AV DA INTEGRACAO AYRTON SENNA 782 A;;DOM MALAN;PE;11101;PETROLINA;56330-290;105;02.423.862/0004-03;0745146-60;-9.386.196;-4.049.625;Antonio;Outros;Petrolina e regiao
259;1;FRUTOS DA TERRA MINIMERCADO LTDA - ME;FRUTOS DA TERRA;R DR JULIO DE MELO , 538;;CENTRO;PE;11101;PETROLINA;56302-150;105;05.370.733/0001-31;29649536;-9.400.515.100.000.000;-404.949.067;Antonio;Outros;Petrolina e regiao
1926;2;HORTIFRUTI FEIRAO DAS FRUTAS LTDA;FEIRAO DAS FRUTAS MARIA AUXILIADORA;AV MONSENHOR ANGELO SAMPAIO 487;;MARIA AUXILIADORA;PE;11101;PETROLINA;56330-300;105;08.473.979/0002-08;111128161;-93.898.532;-404.893.922;Antonio;Outros;Petrolina e regiao
5080;1;JN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO  QUATI;AVENIDA DOIS 166;;JARDIM SAO PAULO;PE;11101;PETROLINA;56314-440;105;06.077.025/0001-70;30926904;-93.904.076;-405.460.928;Antonio;Outros;Petrolina e regiao
5079;1;JNS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO;AVENIDA DA INTEGRACAO AYRTON SENNA 484;;DOM MALAN;PE;11101;PETROLINA;56328-010;105;24.333.585/0001-20;14687747;-93.872.144;-404.937.163;Antonio;Outros;Petrolina e regiao
1926;1;JOSE ORICELIO FURTADO ME;FEIRAO DAS FRUTAS ATRAS DA BANCA;RUA SAO FRANCISCO N 559;;ATRAS DA BANCA;PE;11101;PETROLINA;56308-060;105;08.473.979/0001-27;34541349;-9.398.752.199.999.990;-405.068.069;Antonio;Outros;Petrolina e regiao
2459;A1;MATEUS SUPERMERCADOS E VAREJO LTDA;MIX MATEUS PETROLINA;AV DOUTOR ULISSES GUIMARAES 501;;DISTRITO INDUSTRIAL;PE;11101;PETROLINA;56310-770;105;59.008.895/0016-30;123345707;-93.798.987;-4.053.331.499.999.990;Ricardo;Mateus;Petrolina e regiao
2459;33;MATEUS SUPERMERCADOS S.A.;MATEUS PETROLINA;R O SN;GLEBA 1 REMANESCENTE;DISTRITO INDUSTRIAL;PE;11101;PETROLINA;56310-770;105;03.995.515/0232-99;0981067-67;-93.811.538;-4.053.051.749.999.990;Antonio;Mateus;Petrolina e regiao
2088;6;PAJEU NORDESTE LTDA;PAJEU PETROLINA KM2;R ANIZIO MOURA LEAL AV CEAP 86;;km2;PE;11101;PETROLINA;56306-475;105;02.814.573/0009-31;0308834-07;-9.392.307;-404.899.268;Antonio;Outros;Petrolina e regiao
2088;11;PAJEU NORDESTE LTDA;PAJEU PETROLINA FILIAL 15;AVENIDA DOUTOR ULISSES GUIMARAES 110;;JARDIM AMAZONAS;PE;11101;PETROLINA;56318-525;105;02.814.573/0017-41;0440481-57;-93.790.409;-4.053.415.469.999.990;Antonio;Outros;Petrolina e regiao
2860;2;PGA COMERCIO ATACADISTA DE FRUTAS E VERDURAS LTDA;PGA VILLA MIX II;AVENIDA AVENIDA JOAO PERNAMBUCO 120;;JATOBA;PE;11101;PETROLINA;56332-360;105;21.553.781/0004-64;114510334;-9.377.722;-40.497.981;Antonio;Outros;Petrolina e regiao
1899;79;SENDAS DISTRIBUIDORA S/A;ASSAI PETROLINA;AV SETE DE SETEMBRO SN;ANEXO AREA 2 A 1;ANTONIO CASSIMIRO;PE;11101;PETROLINA;56330-900;105;06.057.223/0477-20;0985934-98;-937.701;-404.986.502;Antonio;Assai;Petrolina e regiao
2;73;ATACADAO S.A.;ATACADAO CAMINHO DAS ARVORES;AV TANCREDO NEVES 3413;LOJA;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-021;105;75.315.333/0301-05;174.476.636;-129.767.783;-384.583.762;Nixon;Atacadao;Pituba e regiao
11;31;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD-CAMINHO DAS ARVO;AVENIDA TANCREDO NEVES N 148;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-908;105;47.508.411/2551-46;131800575;-129.818.892;-384.631.313;Ricardo;Cdb;Pituba e regiao
2821;1;GRAN REALIZACOES LTDA;GRAN HORTIFRUTI;AL DOS UMBUZEIROS 128;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-680;105;39.303.338/0001-58;171.980.602;-129.843.153;-38.460.351;Ricardo;Outros;Pituba e regiao
2613;25;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL CAMINHO DAS ARVORES;AL DOS SOMBREIROS 170;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-420;105;02.212.937/0032-52;174.055.722;-129.887.519;-384.537.739;Ricardo;Hiperideal;Pituba e regiao
186;14;RMIX COMERCIO DE GENEROS ALIMENTICIOS LTDA;REDEMIX SALVADOR SHOPPING;AVENIDA TANCREDO NEVES 003133;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-021;105;06.337.087/0020-36;232.415.238;-129.787.915;-38.458.389;Vinicius;Redemix;Pituba e regiao
82;9;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 035 COSTA AZUL;RUA ARTHUR AZEVEDO MACHADO 3443;;COSTA AZUL;BA;27408;SALVADOR;41760-000;105;39.346.861/0078-40;68.833.574;-129.913.564;-384.485.888;Vinicius;Gbarbosa;Pituba e regiao
11;33;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD - COSTA AZUL;R ARTHUR DE AZEVEDO MACHADO, S/N;LOTE 60 61 62;COSTA AZUL;BA;27408;SALVADOR;41760-000;105;47.508.411/2588-38;143288374;-129.974.622;-384.453.162;Ricardo;Cdb;Pituba e regiao
1763;2;PONTO VERDE COMERCIO DE ALIMENTOS LTDA;PONTO VERDE IAPI;RUA CONDE DE PORTO ALEGRE, SN;QUADRA 01 LOTE 02;IAPI;BA;27408;SALVADOR;40330-201;105;00.658.059/0002-52;49394407;-129.550.596;-384.841.721;Vinicius;Redemix;Pituba e regiao
2613;16;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  ITAIGARA;R ANISIO TEIXEIRA 347;;ITAIGARA;BA;27408;SALVADOR;41815-060;105;02.212.937/0023-61;147578585;-129.966.288;-3.846.447;Ricardo;Hiperideal;Pituba e regiao
2;75;ATACADAO S.A.;ATACADAO PARQUE BELA VISTA;AV ANTONIO CARLOS MAGALHAES SN;;PARQUE BELA VISTA;BA;27408;SALVADOR;40280-000;105;75.315.333/0313-30;180.594.779;-129.892.608;-384.724.684;Nixon;Atacadao;Pituba e regiao
213;1;ATAKAREJO DIST DE ALIMENTOS E BEBIDAS EI;ATAKAREJO IGUATEMI;AV SANTIAGO DE COMPOSTELA 425;;PARQUE BELA VISTA;BA;27408;SALVADOR;40279-150;105;73.849.952/0001-58;38971309;-129.824.088;-384.707.006;Ricardo;Atakarejo;Pituba e regiao
213;11;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;ATAKAREJO PERNAMBUES;AV TRANQUEDO NEVES, 3290;;PERNAMBUES;BA;27408;SALVADOR;41100-800;105;73.849.952/0015-53;142437117;-129.746.339;-384.578.832;Ricardo;Atakarejo;Pituba e regiao
4245;5;CESTA DO POVO RODOVIARIA;CDP RODOVIARIA LOJA 17;AVENIDA ANTONIO CARLOS MAGALHAES 4362;;PERNAMBUES;BA;27408;SALVADOR;41110-700;105;43.941.941/0013-76;219.947.521;-129.777.455;-3.846.583.810.000.000;Nixon;Cdp;Pituba e regiao
1647;10;BOMPRECO BAHIA SUPERMERCADOS LTDA;BOMPRECO - PITUBA;R PERNAMBUCO 510;;PITUBA;BA;27408;SALVADOR;41830-391;105;97.422.620/0009-08;000.106.959;-130.016.953;-384.578.832;Vinicius;Bompreco;Pituba e regiao
1872;1;CARBALLO FARO IMPORTACAO E DISTRIBUICAO;CARBALLO FARO - PITUBA;AV. PAULO VI   N1498;;PITUBA;BA;27408;SALVADOR;41810-001;105;12.765.924/0002-49;126624748;-129.900.847;-384.612.263;Ricardo;Carballo;Pituba e regiao
1824;1;GRAL PANIFICACAO EIRELI;GRAL PANIFICACAO;ALAMEDA PADUA N 126;;PITUBA;BA;27408;SALVADOR;41830-480;105;23.793.817/0001-60;129254610;-130.018.771;-384.626.489;Ricardo;Outros;Pituba e regiao
2613;1;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL LJ 108 - PITUBA;R RUA CEARA 339;LOTEAMENTO VELA BRANCA;PITUBA;BA;27408;SALVADOR;41830-450;105;02.212.937/0012-09;74346983;-130.033.191;-384.631.946;Ricardo;Hiperideal;Pituba e regiao
2613;12;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA PITUBA;R RUA CEARA 339;LOTEAMENTO BARRA BRANCA;PITUBA;BA;27408;SALVADOR;41830-450;105;02.212.937/0012-09;74.346.983;-130.033.191;-384.631.946;Vinicius;Hiperideal;Pituba e regiao
2613;18;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA PITUBA;AV MANOEL DIAS DA SILVA 1175;;PITUBA;BA;27408;SALVADOR;41830-000;105;02.212.937/0024-42;158864161;-130.085.967;-384.653.295;Ricardo;Hiperideal;Pituba e regiao
2613;27;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL AMAZONAS;R AMAZONAS 1541;EDIF RIVIERA LOJA;PITUBA;BA;27408;SALVADOR;41830-380;105;02.212.937/0036-86;193.103.105;-130.022.533;-3.845.379.250.000.000;Ricardo;Hiperideal;Pituba e regiao
209;1;MASANI COM DE GENEROS ALIMENTICIOS LTDA;MASANI COM;AV PAULO VI 1932 PARQUE FLAMBOYANT;;PITUBA;BA;27408;SALVADOR;41810-001;105;00.813.880/0001-15;42630410;-129.896.972;-384.605.173;Vinicius;Redemix;Pituba e regiao
69;5;PERINI COMERCIAL DE ALIMENTOS LTDA;PERINI PITUBA;RUA MARANHAO 64;;PITUBA;BA;27408;SALVADOR;41830-260;105;11.965.515/0009-08;88293659;-130.091.622;-38.463.455;Vinicius;Perini;Pituba e regiao
186;1;RMIX COMERC DE GENEROS ALIMENTICIOS LTDA;RMIX PITUBA- PITUBINHA;RUA ARTUR GOMES DE CARVALHO 246;;PITUBA;BA;27408;SALVADOR;41810-640;105;06.337.087/0002-54;83816004;-129.942.244;-38.454.218;Vinicius;Redemix;Pituba e regiao
186;6;RMIX COMERCIO DE GENEROS ALIMENTICIOS LTDA;RMIX PITUBA - AMAZONAS;R AMAZONAS 883;;PITUBA;BA;27408;SALVADOR;41830-380;105;06.337.087/0010-64;162.154.581;-130.039.281;-384.598.106;Vinicius;Redemix;Pituba e regiao
47;5;WALMART BRASIL LTDA;SAMS PITUBA;AV ANTONIO CARLOS MAGALHAES 3410;;PITUBA;BA;27408;SALVADOR;41810-150;105;00.063.960/0048-64;68090489;-129.869.055;-384.660.843;Vinicius;Sams;Pituba e regiao
2;31;ATACADAO S.A;ATAC EUNAPOLIS;AV ANTONIO CARLOS MAGALHAES SN;;RECANTO DAS ARVORES;BA;10727;EUNAPOLIS;45825-580;105;75.315.333/0093-27;82440840;-163.716.364;-395.567.439;Nixon;Atacadao;Porto Seguro e regiao
