codigo;loja;nome;N Fantasia;endereco;complemento;bairro;uf;codigo_municipio;municipio;cep;pais;cnpj_cpf;ins_estadual;latitude;longitude;vendedor
2088;11;PAJEU NORDESTE LTDA;PAJEU PETROLINA FILIAL 15;AVENIDA DOUTOR ULISSES GUIMARAES 110;;JARDIM AMAZONAS;PE;11101;PETROLINA;56318-525;105;02.814.573/0017-41;0440481-57;;;ANTONIO
2399;1;GA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;PARIS DELICATESSEN;AV PROFESSOR PINTO DE AGUIAR, 293;CS;PITUACU;BA;27408;SALVADOR;41740-090;105;29.590.340/0001-00;146347870;;;RICARDO
2459;33;MATEUS SUPERMERCADOS S.A.;MATEUS PETROLINA;R O SN;GLEBA 1 REMANESCENTE;DISTRITO INDUSTRIAL;PE;11101;PETROLINA;56310-770;105;03.995.515/0232-99;0981067-67;;;ANTONIO
2459;34;MATEUS SUPERMERCADOS S.A.;MATEUS JACOBINA;AV CENTENARIO 532;;NAZARE;BA;17508;JACOBINA;44700-000;105;03.995.515/0246-94;189709394;;;ANTONIO
2459;41;MATEUS SUPERMERCADOS S.A.;MATEUS JUAZEIRO;ROD BR 407 SN;;DISTRITO INDUSTRIAL;BA;18407;JUAZEIRO;48909-725;105;03.995.515/0231-08;183.305.794;;;ANTONIO
2459;42;MATEUS SUPERMERCADOS S.A.;MATEUS JOSE CONRADO DE ARAUJO;AV CHANC OSVALDO ARANHA 1110;;JOSE CONRADO DE ARAUJO;SE;308;ARACAJU;49085-100;105;03.995.515/0237-01;271803487;;;RICARDO
2459;49;MATEUS SUPERMERCADOS S.A.;MATEUS VITORIA DA CONQUISTA;AV JURACY MAGALHAES 701;;BOA VISTA;BA;33307;VITORIA DA CONQUISTA;45026-090;105;03.995.515/0244-22;189.370.255;;;RICARDO
2459;51;MATEUS SUPERMERCADOS S.A.;MATEUS PORTO SEGURO;AV DOS TRABALHADORES SN;;OUTEIRO DA GLORIA - SEDE;BA;25303;PORTO SEGURO;45810-000;105;03.995.515/0248-56;190.428.776;;;RICARDO
2459;52;MATEUS SUPERMERCADOS S.A.;MATEUS TEIXEIRA DE FREITAS;AV PRESIDENTE GETULIO VARGAS 7979;;SETOR BAHIA SUL;BA;31350;TEIXEIRA DE FREITAS;45986-330;105;03.995.515/0240-07;187.196.927;;;RICARDO
2459;53;MATEUS SUPERMERCADOS S.A.;MATEUS CONCEICAO DO COITE;AV OLDACK AMANCIO ARAUJO 2135;;OLHOS D AGUA;BA;8408;CONCEICAO DO COITE;48730-000;105;03.995.515/0258-28;196.521.866;;;ANTONIO
2459;96;MATEUS SUPERMERCADOS S.A.;MIX MATEUS DA GLORIA;RUA PADRE JOSE  DE ANCHIETA SN;;PORTAL DO SERTAO;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;03.995.515/0271-03;27.188.710-9;;;RICARDO
2459;97;MATEUS SUPERMERCADOS S.A.;MATEUS EUNAPOLIS;AVENIDA ANTONIO CARLOS MAGALHAES 844;LOJA 01;IVAN MOURA;BA;10727;EUNAPOLIS;45830-602;105;03.995.515/0297-34;209.091.531;;;RICARDO
2459;98;MATEUS SUPERMERCADOS S.A.;MATEUS ITABUNA;RODOVIA BR 415 SN;;PARQUE VERDE;BA;14802;ITABUNA;45604-811;105;03.995.515/0282-58;203.268.450;;;RICARDO
2459;A1;MATEUS SUPERMERCADOS E VAREJO LTDA;MIX MATEUS PETROLINA;AV DOUTOR ULISSES GUIMARAES 501;;DISTRITO INDUSTRIAL;PE;11101;PETROLINA;56310-770;105;59.008.895/0016-30;123345707;;;RICARDO
2459;D5;MATEUS SUPERMERCADOS S.A.;MATEUS ARACAJU SANTA MONICA;AVENIDA JOAO RODRIGUES 582;;INDUSTRIAL;SE;308;ARACAJU;49065-450;105;03.995.515/0325-22;272133809;;;RICARDO
2459;D6;MATEUS SUPERMERCADOS S.A.;MIX MATEUS;AVENIDA EDUARDO FROES DA MOTA SN;;CASEB;BA;10800;FEIRA DE SANTANA;44052-151;105;03.995.515/0335-02;223.300.361;;;RICARDO
2459;D7;MATEUS SUPERMERCADOS S.A.;MIX MATEUS BOA VISTA;AVENIDA MILTON SANTOS 1904;;BOA VISTA;BA;13606;ILHEUS;45652-565;105;03.995.515/0323-60;216.513.219;;;RICARDO
2459;E2;MATEUS SUPERMERCADOS S.A.;MIX MATEUS SALAVDOR SAO CRISTOVAO;RODOVIA BA 526 000305;;CASSANGE;BA;27408;SALVADOR;41505-220;105;03.995.515/0348-19;227.036.352;;;RICARDO
2613;1;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL LJ 108 - PITUBA;R RUA CEARA 339;LOTEAMENTO VELA BRANCA;PITUBA;BA;27408;SALVADOR;41830-450;105;02.212.937/0012-09;74346983;;;RICARDO
2613;2;SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA;HIPERIDEAL ARMACAO;AV SIMON BOLIVAR 558;;ARMACAO;BA;27408;SALVADOR;41750-230;105;02.212.937/0018-02;128.045.677;;;RICARDO
2613;3;SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA;HIPERIDEAL PRAIA DO FORTE;ROD BA 099 KM 54 S/N;LOTE 04;PRAIA DO FORTE;BA;21005;MATA DE SAO JOAO;48280-000;105;02.212.937/0014-70;82.707.448;;;RICARDO
2613;4;SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA;HIPERIDEAL - VITORIA;AV SETE DE SETEMBRO, 304;;CAMPO GRANDE;BA;27408;SALVADOR;40080-001;105;02.212.937/0027-95;160.671.462;;;RICARDO
2613;5;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA STELLA MARIS;R CAPITAO MELO 1118;;STELLA MARIS;BA;27408;SALVADOR;41600-610;105;02.212.937/0017-13;13638117;;;RICARDO
2613;6;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA STELLA MARIS II;R MISSIONARIO OTTO NELSON 100;;STELLA MARIS;BA;27408;SALVADOR;41600-650;105;02.212.937/0006-60;58.387.333;;;RICARDO
2613;7;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PIATA OTAVIO MANGABEIRA;AV OCTAVIO MANGABEIRA  10241;;PIATA;BA;27408;SALVADOR;41650-000;105;02.212.937/0007-41;62.191.021;;;RICARDO
2613;8;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL BURAQUINHO;AV SANTOS DUMONT 7410;LJ 07 ESTRADA DO COCO AREA 01;BURAQUINHO;BA;19207;LAURO DE FREITAS;42710-860;105;02.212.937/0008-22;62920003;;;RICARDO
2613;9;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA - TORORO;AV VALE DO TORORO SN;LOJA 36;TORORO;BA;27408;SALVADOR;40050-290;105;02.212.937/0009-03;69096102;;;RICARDO
2613;10;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA - GRACA;AV EUCLYDES DA CUNHA 08;LOJA 08;GRACA;BA;27408;SALVADOR;40150-122;105;02.212.937/0010-47;64.455.531;;;RICARDO
2613;11;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  BARRA;R MARQUES DE CARAVELAS 171;;BARRA;BA;27408;SALVADOR;40140-241;105;02.212.937/0011-28;68.794.073;;;RICARDO
2613;12;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA PITUBA;R RUA CEARA 339;LOTEAMENTO BARRA BRANCA;PITUBA;BA;27408;SALVADOR;41830-450;105;02.212.937/0012-09;74.346.983;;;VINICIUS
2613;13;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA - PATAMARES;AV LUIS VIANA FILHO 8544;ED SHOPPING PARALELA  SALA 109 E 110;PATAMARES;BA;27408;SALVADOR;41680-400;105;02.212.937/0013-90;79431702;;;RICARDO
2613;14;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA - PRAIA DO FORTE;ROD BA 099 KM 54 SN;LOTE 04;PRAIA DO FORTE;BA;21005;MATA DE SAO JOAO;48280-000;105;02.212.937/0014-70;82707448;;;VINICIUS
2613;15;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA VILA LAURA;R RAUL LEITE 46;;VILA LAURA;BA;27408;SALVADOR;40270-010;105;02.212.937/0021-08;145929622;;;RICARDO
2613;16;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  ITAIGARA;R ANISIO TEIXEIRA 347;;ITAIGARA;BA;27408;SALVADOR;41815-060;105;02.212.937/0023-61;147578585;;;RICARDO
2613;17;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  JARDIM APIPEMA;R PROFESSOR SABINO SILVA 607;;JARDIM APIPEMA;BA;27408;SALVADOR;40155-250;105;02.212.937/0025-23;159.469.826;;;RICARDO
2613;18;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA PITUBA;AV MANOEL DIAS DA SILVA 1175;;PITUBA;BA;27408;SALVADOR;41830-000;105;02.212.937/0024-42;158864161;;;RICARDO
2613;19;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PIATA ORLANDO GOMES;R DA GRATIDAO SN;ESQUINA AVENIDA ORLANDO GOMES;PIATA;BA;27408;SALVADOR;41650-195;105;02.212.937/0026-04;159469934;;;RICARDO
2613;20;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  CAMPO GRANDE;AV SETE DE SETEMBRO 304;;CAMPO GRANDE;BA;27408;SALVADOR;40080-001;105;02.212.937/0027-95;158864161;;;RICARDO
2613;21;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL PARQUE SHOPPING;AV SANTOS DUMONT 4360;;CENTRO;BA;19207;LAURO DE FREITAS;42702-400;105;02.212.937/0028-76;164428685;;;RICARDO
2613;22;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA GUARAJUBA (MONTE GORDO);ROD BA 099 ESTRADA DO COCO KM 42;TERRENO;GUARAJUBA (MONTE GORDO);BA;5701;CAMACARI;42840-310;105;02.212.937/0030-90;168988933;;;RICARDO
2613;23;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA  PATAMARES;AV IBIRAPITANGA 374;LOJA 374;PATAMARES;BA;27408;SALVADOR;41680-360;105;02.212.937/0031-71;171286107;;;RICARDO
2613;24;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPER IDEAL CD;R DA GRATIDAO 00;;PIATA;BA;27408;SALVADOR;41650-195;105;02.212.937/0033-33;177.537.392;;;RICARDO
2613;25;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL CAMINHO DAS ARVORES;AL DOS SOMBREIROS 170;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-420;105;02.212.937/0032-52;174.055.722;;;RICARDO
2613;26;HIPERIDEAL EMPREENDIMENTOS LTDA;SERRANA CANELA;AV REITOR MIGUEL CALMON 1977;EDIF HIPERHIDEAL SUPERMERCADOS LOJA;CANELA;BA;27408;SALVADOR;40110-100;105;02.212.937/0019-85;140.382.679;;;RICARDO
2613;27;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL AMAZONAS;R AMAZONAS 1541;EDIF RIVIERA LOJA;PITUBA;BA;27408;SALVADOR;41830-380;105;02.212.937/0036-86;193.103.105;;;RICARDO
2613;28;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL ORLA;AV OCTAVIO MANGABEIRA, ARMACAO;LOJA 4435;ARMACAO;BA;27408;SALVADOR;41750-240;105;02.212.937/0029-57;168.988.825;;;RICARDO
2613;29;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL HORTO VASCO DA GAMA;AV VASCO DA GAMA 864;LOJA 864;FEDERACAO;BA;27408;SALVADOR;40230-731;105;02.212.937/0034-14;187430052;;;RICARDO
2613;30;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL HORTO JARDINS ACM;AVENIDA JURACY MAGALHAES JUNIOR 1034;;HORTO FLORESTAL;BA;27408;SALVADOR;40295-140;105;02.212.937/0022-80;147.186.841;;;RICARDO
2613;31;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL FEIRA DE SANTANA;AVENIDA NOIDE FERREIRA DE CERQUEIRA S/N;;LAGOA SALGADA;BA;10800;FEIRA DE SANTANA;44082-225;105;02.212.937/0042-24;216.851.764;;;RICARDO
2613;32;HIPERIDEAL EMPREENDIMENTOS LTDA;HIPERIDEAL ALPHAVILLE;AVENIDA ALPHAVILLE L. 03;;ALPHAVILLE I;BA;27408;SALVADOR;41701-015;105;02.212.937/0044-96;232.166.514;;;RICARDO
2644;1;SUPERMERCADO OGUNJA LTDA;CESTA DO POVO;AV GENERAL GRACA LESSA  888;;ACUPE DE BROTAS;BA;27408;SALVADOR;40290-110;105;32.819.547/0001-00;155.765.209;;;NIXON
2646;1;SUPER MUSSURUNGA COMERCIAL DE ALIMENTOS LTDA;CESTA DO POVO;R DOUTOR ARTHUR COUTO 3;;MUSSURUNGA I;BA;27408;SALVADOR;41490-350;105;31.434.425/0001-32;151.634.587;;;NIXON
2647;1;SUPERMERCADO BOCA DO RIO EIRELI;CDP BOCA DO RIO LOJA 07;R PROFESSOR PINTO DE AGUIAR SN;;BOCA DO RIO;BA;27408;SALVADOR;41710-000;105;31.977.294/0001-30;153.232.707;;;NIXON
2652;1;LWA COMERCIAL LTDA;MASSIMO LUZIA;AV HERMES FONTES  1568;;LUZIA;SE;308;ARACAJU;49045-760;105;31.432.054/0001-50;271618353;;;VINICIUS
2652;2;LWA COMERCIAL LTDA;MASSIMO FAROLANDIA;AV DR ADEL NUNES 1059;;FAROLANDIA;SE;308;ARACAJU;49032-100;105;31.432.054/0002-30;27.173.095-1;;;VINICIUS
2797;1;SETE PORTAS SUPERMERCADOS LTDA;CDP SETE PORTAS LOJA 09;R CONEGO PEREIRA SN;;BARBALHO;BA;27408;SALVADOR;40300-756;105;36.613.171/0001-33;166.113.202;;;NIXON
2821;1;GRAN REALIZACOES LTDA;GRAN HORTIFRUTI;AL DOS UMBUZEIROS 128;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-680;105;39.303.338/0001-58;171.980.602;;;RICARDO
2860;1;PGA COMERCIO ATACADISTA DE FRUTAS E VERDURAS EIRELI;PGA COMERCIO ATACADISTA DE FRUTAS E VERD;ROD BR 235 SN;MERC DO PRODUTOR BOX 01 C PAVILHAO C;TANCREDO NEVES;BA;18407;JUAZEIRO;48906-726;105;21.553.781/0001-11;121518705;;;ANTONIO
2860;2;PGA COMERCIO ATACADISTA DE FRUTAS E VERDURAS LTDA;PGA VILLA MIX II;AVENIDA AVENIDA JOAO PERNAMBUCO 120;;JATOBA;PE;11101;PETROLINA;56332-360;105;21.553.781/0004-64;114510334;;;ANTONIO
2997;1;SUPERMERCADO SAO LUCAS LTDA;SUPERMERCADO NUNES PEIXOTO CENTRO;PC JOAO PESSOA 99;;CENTRO;SE;2908;ITABAIANA;49500-070;105;13.152.186/0001-46;27.057.989-3;;;VINICIUS
2997;2;SUPERMERCADO SAO LUCAS LTDA;SUPERMERCADO NUNES PEIXOTO NOVO HORIZONT;RUA MONTE ALEGRE  N 78;;NOVO HORIZONTE;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;13.152.186/0002-27;271029609;;;VINICIUS
3081;3;TRIELO COMERCIO EXPORTACAO E IMPORTACAO DE ALIMENTOS LTDA;TRIELO CEASA BA;ROD. BA 526, Nº 1, BOX 15/16, GALPAO 05;;CEASA;BA;27408;SALVADOR;41404-000;105;44.459.499/0003-37;191217804;;;TRIELO
4130;1;HIPER CARNE BARRA LTDA;HIPER CARNES BARRA DOS COQUEIROS;AV OCEANICA 835;;CENTRO;SE;605;BARRA DOS COQUEIROS;49140-000;105;44.069.669/0001-05;271805323;;;VINICIUS
4234;1;SUPERMERCADO BOMBOM LTDA;SUP BOMBOM LAGARTO CENTRO;AV ZACARIAS JUNIOR 100;;CENTRO;SE;3500;LAGARTO;49400-000;105;04.136.442/0002-00;27.184.977-0;;;VINICIUS
4234;2;SUPERMERCADO BOMBOM LTDA;SUP BOMBOM ESTANCIA CENTRO;RUA DA LIBERDADE 162;;CENTRO;SE;2106;ESTANCIA;49200-000;105;04.136.442/0001-10;27.101.934-4;;;VINICIUS
4234;3;SUPERMERCADO BOMBOM LTDA;SUPERMERCADO BOMBOM LTDA GRAGERU;AVENIDA DEP PEDRO VALADARES 780;;GRAGERU;SE;308;ARACAJU;49026-115;105;04.136.442/0003-82;27.228.488-2;;;VINICIUS
4236;1;COMERCIAL DE ALIMENTOS FLOR DA CHAPADA LTDA;COM DE ALIMENTOS FLOR DA CHAPADA;PC FLAVIO SILVANY 162;;CENTRO;BA;14703;ITABERABA;46880-000;105;03.451.160/0001-45;52.529.593;;;RICARDO
4237;1;VANDERSON CARMELITO ROCHA LTDA;ROCHA CARNES - ARACAJU;R MARIA VASCONCELOS DE ANDRADE 506;LOTE 116 QD 05 LOT RES AR;ARUANA;SE;308;ARACAJU;49000-626;105;16.918.263/0001-14;27.139.228-2;;;VINICIUS
4237;2;VANDERSON CARMELITO ROCHA LTDA;ROCHA CARNES - BARRA DOS COQUEIROS;AV GAL ANTONIO S. B. PIRRO 14;;CONJUNTO PRISCO VIANA;SE;605;BARRA DOS COQUEIROS;49140-000;105;16.918.263/0002-03;27.180.097-6;;;VINICIUS
4237;3;VANDERSON CARMELITO ROCHA LTDA;ROCHA CARNES - NOSSA SENHORA DO SOCORRO;AV A 58;;MARCOS FREIRE;SE;4805;NOSSA SENHORA DO SOCORRO;49160-000;105;16.918.263/0003-86;27.180.095-0;;;VINICIUS
4237;4;VANDERSON CARMELITO ROCHA LTDA;ROCHA CARNES - ARACAJU SANTOS DUMONT;R MAJ AURELIANO 123;;SANTOS DUMONT;SE;308;ARACAJU;49087-400;105;16.918.263/0004-67;27.185.559-2;;;VINICIUS
4245;1;CDP SUPERMERCADOS LTDA;CDP ARMACAO STIEP LOJA 14;AV PROFESSOR MANOEL RIBEIRO;LOJA TERREO;ARMACAO;BA;27408;SALVADOR;41750-160;105;43.941.941/0002-13;189.576.699;;;NIXON
4245;2;CDP SUPERMERCADOS LTDA;CDP SUPER CENTRO MATA LOJA 10;PC BARAO ACU DA TORRE 41;;CENTRO - SEDE;BA;21005;MATA DE SAO JOAO;48280-000;105;43.941.941/0006-47;195180153;;;NIXON
4245;3;CDP SUPERMERCADOS LTDA;CDP MATA PREMIUM LJ 01;RUA LUIZ ANTONIO GARCEZ S/N;;CENTRO - SEDE;BA;21005;MATA DE SAO JOAO;48280-000;105;43.941.941/0010-23;195718346;;;NIXON
4245;4;CDP SUPERMERCADOS LTDA;CDP ALAGOINHAS LOJA 11;AVENIDA 24 DE MAIO 17;;CENTRO;BA;702;ALAGOINHAS;48000-127;105;43.941.941/0007-28;195.180.488;;;NIXON
4245;5;CESTA DO POVO RODOVIARIA;CDP RODOVIARIA LOJA 17;AVENIDA ANTONIO CARLOS MAGALHAES 4362;;PERNAMBUES;BA;27408;SALVADOR;41110-700;105;43.941.941/0013-76;219.947.521;;;NIXON
4245;6;CDP SUPERMERCADOS LTDA;CDP MANOEL DIA D'AVILA LOJA 04;AVENIDA BRASIL 09;CENTRO;CENTRO;BA;10057;DIAS D'AVILA;42850-000;105;43.941.941/0008-09;195.180.261;;;NIXON
4245;7;SUPER CASTELO SUPERMERCADO LTDA;CDP CASTELO BRANCO LOJA 05;RUA VITORINO ALVES MOITINHO S/N;;CASTELO BRANCO;BA;27408;SALVADOR;41320-600;105;31.360.337/0001-33;151.428.991;;;NIXON
4245;8;CDP SUPERMERCADOS LTDA;CDP OGUNJA LOJA 08;AVENIDA GENERAL GRACA LESSA 000888;N 8888;ACUPE DE BROTAS;BA;27408;SALVADOR;40290-110;105;43.941.941/0004-85;192.339.665;;;NIXON
4245;9;CDP SUPERMERCADOS LTDA;CDP MARECHAL RONDON LOJA 13;RUA VICENTE CELESTINO 000009;;MARECHAL RONDON;BA;27408;SALVADOR;41280-000;105;43.941.941/0005-66;192.339.773;;;NIXON
4245;10;SUPER SAO CAETANO LTDA;CDP SAO CAETANO LOJA 15;ESTRADA DE CAMPINAS 0;;SAO CAETANO;BA;27408;SALVADOR;40391-160;105;38.109.000/0001-05;170.141.430;;;NIXON
4245;11;CDP SUPERMERCADOS LTDA;CDP SUPER MATA LOJA 02;RUA ARTUR TORRES 17;;CENTRO - SEDE;BA;21005;MATA DE SAO JOAO;48280-000;105;43.941.941/0009-90;195.180.350;;;NIXON
4245;12;CDP SUPERMERCADOS LTDA;CDP ESPLANADA;AVENIDA MARIO ANDREAZZA - 60 CENTRO, ESP;60 CENTRO;ESPALANADA;BA;10057;DIAS D'AVILA;48370-000;105;43.941.941/0019-61;222.072.348;;;NIXON
4245;13;CDP SUPERMERCADOS LTDA;CDP ENTRE RIOS CENTRO;PRACA BARAO DO RIO BRANCO;97, CENTRO;CENTRO;BA;10503;ENTRE RIOS;48180-000;105;43.941.941/0020-03;222.072.564;;;NIXON
4245;14;CDP SUPERMERCADOS LTDA;CDP GENARO DIAS DAVILA;AVENIDA GARCIA D AVILA - S/N, GENARO;S/N, GENARO;GENARO;BA;10057;DIAS D'AVILA;42850-000;105;43.941.941/0017-08;222.072.122;;;NIXON
4245;15;CDP SUPERMERCADOS LTDA;CDP CENTRO DIAS DAVILA;AVENIDA BRASIL- 164, CENTRO;164 CENTRO;DIAS DAVILA;BA;10057;DIAS D'AVILA;42850-000;105;43.941.941/0018-80;222.072.230;;;NIXON
4245;16;CDP SUPERMERCADOS LTDA;CDP CENTRO - SEDE;RUA SANTOS DUMONT S/N;;CENTRO - SEDE;BA;21005;MATA DE SAO JOAO;48280-000;105;43.941.941/0016-19;219.955.171;;;NIXON
4245;17;CDP SUPERMERCADOS LTDA;CESTA DO POVO BOCA DO RIO;RUA PROFESSOR PINTO DE AGUIAR 00592A;;BOCA DO RIO;BA;27408;SALVADOR;41710-000;105;43.941.941/0014-57;219.955.063;;;NIXON
4245;18;CDP SUPERMERCADOS LTDA;CESTA DO POVO;RUA DESEMBARGADOR PEDRO RIBEIRO 62;;CENTRO;BA;7509;CATU;48110-000;105;43.941.941/0003-02;189.576.707;;;NIXON
4245;19;CDP SUPERMERCADOS LTDA;CDP SUPERMERCADOS  7 PORTAS NOVO;R CONEGO PEREIRA SN;;MACAUBAS;BA;27408;SALVADOR;40301-155;105;43.941.941/0025-00;237.159.373;;;NIXON
4290;1;BONTEMPO SUPERMERCADO LTDA;BONTEMPO SUPERMERCADOS;R DOM TOMAS 80;;COHAB SAO FRANCISCO;PE;11101;PETROLINA;56309-020;105;00.889.627/0001-45;0216797-20;;;ANTONIO
4382;1;SUPERMERCADO CATU LTDA;CDP CATU LOJA 12;R DESEMBARGADOR PEDRO RIBEIRO 62;;CENTRO;BA;7509;CATU;48110-000;105;39.869.867/0001-13;173607144;;;NIXON
4469;1;COMERCIAL DE CARNES VALE DO SAO FRANCISCO LTDA;MULTI FRIOS PREMIUM;AV MIGUEL SILVA SOUZA;;PALMARES;BA;18407;JUAZEIRO;48901-765;105;02.423.862/0005-86;148.798.247;;;ANTONIO
4469;2;COMERCIAL DE CARNES VALE DO SAO FRANCISCO LTDA;MULTI FRIOS PREMIUM;AV DA INTEGRACAO AYRTON SENNA 782 A;;DOM MALAN;PE;11101;PETROLINA;56330-290;105;02.423.862/0004-03;0745146-60;;;ANTONIO
4561;1;LE DELIS DELICATESSEN LTDA;LE DELIS;AVENIDA LUIS VIANA FILHO 6312;EMPRESARIAL WALL STREET - LOJA 16 TERREO - PARALEL;PATAMARES;BA;27408;SALVADOR;41680-400;105;57.845.048/0001-18;223.833.973;;;NIXON
4575;1;MEL DISTRIBUIDORA LTDA;MEL DISTRIBUIDORA;RUA BOSCO SCAFFS 95;;INACIO BARBOSA;SE;308;ARACAJU;49041-060;105;50.911.223/0001-89;27.192.804-2;;;VINICIUS
4582;1;SUPERMERCADO JABOTIANA LTDA;HIPER CARNE JABOTIANA;RUA MAJ JOAO TELES 44;;JABOTIANA;SE;308;ARACAJU;49095-230;105;50.747.044/0001-58;27.192.235-4;;;VINICIUS
4582;2;SUPERMERCADO JABOTIANA LTDA;SUPERMERCADO ARUANA;RUA MARIA VASCONCELOS DE ANDRADE 536;;ARUANA;SE;308;ARACAJU;49000-626;105;50.747.044/0002-39;27.239.224-3;;;VINICIUS
4585;1;RF SUPERMERCADO BRASIL LTDA;CENTRO DE DISTRIBUICAO BRASIL;FAZENDA NOVILHAS SN;;ZONA RURAL;BA;6873;CAPIM GROSSO;44695-000;105;09.081.924/0005-68;119.996.032;;;ANTONIO
4586;1;KI DISTRIBUIDORA LTDA;KI DISTRIBUIDORA E ATACADO;RODOVIA JUSCELINO KUBITSCHEK S/N;;ZONA RURAL;SE;4508;NOSSA SENHORA DA GLORIA;49680-000;105;43.506.193/0001-60;27.179.394-5;;;VINICIUS
4607;1;MABENI DELICATESSEN LTDA;MABENI ARACAJU;RUA MANOEL MESSIAS MELO 676;;ARUANA;SE;308;ARACAJU;49000-179;105;57.924.925/0001-46;27.221.763-8;;;VINICIUS
4640;1;EKO EXPRESS MINIMERCADO LTDA;EKO EXPRESS MINIMERCADO LTDA;AVENIDA PRES TANCREDO NEVES 670;;JARDINS;SE;308;ARACAJU;49025-620;105;61.851.780/0001-78;27.236.176-3;;;VINICIUS
4673;1;ACM DISTRIBUIDORA DE ALIMENTOS LTDA;PAJEU MONSENHOR ANGELO;AVENIDA MONSENHOR ANGELO SAMPAIO 432;;VILA EDUARDO;PE;11101;PETROLINA;56328-000;105;44.846.016/0002-76;1151224-51;;;ANTONIO
5079;1;JNS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO;AVENIDA DA INTEGRACAO AYRTON SENNA 484;;DOM MALAN;PE;11101;PETROLINA;56328-010;105;24.333.585/0001-20;14687747;;;ANTONIO
5079;2;JNS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO  CENTRO;TRAVESSA DA MARAVILHA 836;;CENTRO;BA;18407;JUAZEIRO;48901-774;105;24.333.585/0002-00;86616292;;;ANTONIO
5080;1;JN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;MERCADINHO ECONOMICO  QUATI;AVENIDA DOIS 166;;JARDIM SAO PAULO;PE;11101;PETROLINA;56314-440;105;06.077.025/0001-70;30926904;;;ANTONIO
5085;1;DISTRIBUIDORA DE ALIMENTOS NORTE LTDA;CDP CD MONTE LIBANO;RODOVIA BA 093, DISTRITO INDUSTRIAL SN;;MONTE LIBANO;BA;21005;MATA DE SAO JOAO;48280-000;105;07.803.111/0001-85;68.114.699;;;NIXON
5095;1;SUPERMERCADO JHONES LTDA;SUPERMERCADO JHONES;AVENIDA MEDEIROS NETO 258;Nº 258 TERREO;CENTRO;BA;14703;ITABERABA;46880-000;105;04.462.862/0001-97;55417080;;;RICARDO
5116;1;COMERCIAL DE ALIMENTOS GILMAR LTDA;TOTAL ATACADO;AVENIDA LUIZ TARQUINIO PONTES 827;;CENTRO;BA;19207;LAURO DE FREITAS;42702-420;105;05.466.724/0003-00;157.994.708;;;NIXON
6006;1;JUNIOR E OLIVEIRA LTDA;ARMAZEM CECILIO MOTA;RUA J J SEABRA 126;ESTACAO-JACOBINA;ESTACAO;BA;17508;JACOBINA;44700-000;105;09.506.050/0002-09;128.165.674;;;ANTONIO
6007;1;CARAVELAS COMERCIAL DE ALIMENTOS LTDA;CARAVELAS COMERCIAL DE ALIMENTOS LTDA;RUA MARECHAL DEODORO 240;;CENTRO;BA;10800;FEIRA DE SANTANA;44002-064;105;00.291.853/0001-20;29.207.325;;;RICARDO
